review_id,source,user_rating,review_text,category,review_date,sentiment,quality_score
review_000131,app_store,1,Why do I have to watch the story upload why doesn’t it just upload without me having to watch it load. Horrible installation,Performance Issues,2026-06-19,negative,4
review_000132,app_store,3,"Issue 1: Instagram is never reflecting the correct number of posts I have. 
Issue 2: I find it very weird someone can share my photo and I can’t see who that is. (Needs to be changed)",Performance Issues,2026-06-19,negative,4
review_000133,app_store,2,i have used this app for almost my whole life and it pisses me off when i get restricted for no reason and it says i got restricted for interacting with people i shouldnt have like how am i supposed to know who to interact with,Account Suspension,2026-06-20,negative,4
review_000134,app_store,5,"Hi, I just wanted to ask if it’s possible for me to create and send as many stickers as I want in messages without any limit? I’m planning to use them quite a lot, so I just want to make sure there’s no restriction on the number of stickers I can create or use. Thanks!",Messaging & DMs,2026-06-20,neutral,4
review_000135,play_store,5,"Instagram is one of the best social media platforms. The app is smooth, easy to use, and regularly gets useful updates. I love the interface, Reels, Stories, and messaging features. Overall, a great experience. Highly recommended!",Reels & Feed Algorithm,2026-06-21,positive,5
review_000136,play_store,3,"""Dear Instagram Team, my account (x__krishna.007) has been deactivated I believe this is a mistake as i have always followed all community guidelines and terms of service. I request you to please review my account and reactivate it as soon as possible. Thank you for your time and assistance.",Account Suspension,2026-06-21,negative,5
review_000137,app_store,1,"There is a massive database synchronization flaw between the user-facing privacy settings and Meta's backend production servers. Even when privacy controls are explicitly set to ""Everyone,"" the backend logic permanently freezes the account into a restricted state, forcing broken algorithmic folders like ""You May Know"" and ""Hidden Requests"" to stay active.

This causes a destructive user interface loop: when trying to accept or clear a pending message request, the UI violently flickers, the action buttons vanish/reappear, and the server rejects the command because it cannot reconcile the hidden folder attributes with the active profile settings.

I have performed a total hardware and software purge. I completely wiped the iOS Keychain credentials, deleted iCloud backup streams, uninstalled/reinstalled the app, verified the cross-platform folder mismatch on separate desktop web browsers, and sat through a 72-hour server lockout.

Reporting this via ""Shake to Report"" and the standard support logs over 15 times yields absolutely zero action. Unusable.",Privacy Concerns,2026-06-20,negative,5
review_000138,app_store,1,"Hello instagram, just wanted to say that ever since instagram was down from June 12-14 my account has been locked because of meta trying to protect me, all I just want is to access my account and for yall to update the video verification selfie to log in because I can’t",Authentication Issues,2026-06-20,negative,5
review_000139,play_store,1,"Hello Instagram Support Team, My Instagram account was recently suspended, and I believe this may have happened by mistake. I always try to follow Instagram’s Community Guidelines carefully. If any activity on my account unintentionally violated your policies, I sincerely apologize. I have already secured my account, changed my password, and removed any third-party applications that may have caused issues. Please review my account manually and restore access if possible.",Account Suspension,2026-06-21,negative,5
review_000140,play_store,1,worst service and team suspend my account without any reason also suspended many creators account,Account Suspension,2026-06-21,negative,4
review_000141,app_store,1,This is one of the worst apps I’m constantly getting banned for no reason while I’m not even touching the account,Account Suspension,2026-06-19,negative,4
review_000142,play_store,1,My main acc is suspended my Mera idk why tf this happens,Account Suspension,2026-06-21,negative,4
review_000143,play_store,3,"I was using this app since like 2023 (or even longer), and would usually delete and reinstall the app multiple times and it was fine I didnt mind re logging in, but the problem is nowadays its not letting me in my accounts. Web is working fine (which was a relief) but every time I try to log in on the app (with the correct password btw, I checked through the web) it wouldn't let me in. Soo uh could you fix whatever is going on?",Authentication Issues,2026-06-21,negative,4
review_000144,play_store,5,bestest app forever because app understand us more than people all reels are coming according to ur mood!!,Reels & Feed Algorithm,2026-06-21,positive,4
review_000145,app_store,1,So i was banned for no apparent reason so thing that i didn’t even do so until instagram fixes they meta system wrongfully banning people then i would stay away from the app for now,Account Suspension,2026-06-19,negative,4
review_000146,app_store,1,Also inappropriate ads. Asking to hide ads doesn’t help. It’s become not fun going through instagram. There are times I don’t enjoy the app.  Honestly I’d rather give no stars review.,Privacy Concerns,2026-06-20,negative,4
review_000147,app_store,2,"It’s all cool but they keep taking any account I create, even though I haven’t done anything for them to take them, and I’ve seen the same case for a lot of other people, including my friend, stop taking accounts for no reason at all",Account Suspension,2026-06-06,negative,4
review_000148,app_store,1,None of the repost won’t load and it’s really annoying fix this bug.,Performance Issues,2026-06-17,negative,4
review_000149,play_store,1,"This stupid AI app they’re working on is garbage. It deleted my page multiple times saying it was fake and then gave me a suspension. My pages were NOT fake. One personal page, one public page. What’s your problem with me, honestly I don’t even know. Even after sending review requests over and over, nothing changed. It’s really trash.",Account Suspension,2026-06-21,negative,5
review_000150,app_store,2,I genuinely get so annoyed whenever they only give certain accounts the new features. My account never gets them and then they decide not to release them to older accounts. I’ve had Instagram for 13 years.,Feature Requests,2026-06-18,negative,4
review_000151,app_store,1,"They disabled my account days after creation for no reason, and now they want me to give them my phone number and a video of myself in order to reactivate it. Very ironic as they let a bunch of bot accounts do whatever they want but a real person gets their account disabled",Account Suspension,2026-06-21,negative,5
review_000152,app_store,1,My instagram if frozen everytime i turn it on I wish it will be fix my account is woxkk5,Performance Issues,2026-06-20,negative,4
review_000153,app_store,3,The new reels have comments available and it’s annoying AF to get a little haptic buzz every damn time. PLEASE let us turn off vibration.,Feature Requests,2026-06-18,negative,4
review_000154,play_store,1,wth is this app doing now a days why is this app banning everyone's id without any reason!?????? if we Quit This INSTAGRAM YOU WILL ONLY GET PROBLEMS AND ITS YOUR LOSS ONLY IF WE QUIT WHY ARE U BANNING EVERYONE'S ID????! HUH,Account Suspension,2026-06-21,negative,5
review_000155,app_store,1,"Hey this is the creator from dareallj_ again , and i just came on here to say why do i keep getting banned for no reason, yall should not use meta ai anymore because it simply bans people for no reason, please fix , and i got banned, but i didn’t do nothing so ..",Account Suspension,2026-06-21,negative,4
review_000156,play_store,1,"Several real accounts were disabled without sufficient explanation of the reason, and review requests were rejected. A very frustrating experience and I hope the support and review system will be improved. It's the worst app ever, it doesn't even deserve a quarter-star rating.",Account Suspension,2026-06-21,negative,5
review_000157,app_store,3,I love the app because it understands what I need but please give me some hope as a creator by pushing my creativity to a larger audience.,Creator Tools,2026-06-20,positive,4
review_000158,play_store,1,Attention you id get suspend at anytime without any reason. Instagram you have to fix it.,Account Suspension,2026-06-21,negative,4
review_000159,app_store,5,I love you instagram. You are my favorite social media. Just please make archiving videos and stuff easier etc. but I love you instagram thank you so much for coming into my life. This app has seriously saved my life. You have no idea and it’s my favorite social media. You give me a space to use my free speech and to create my self expression. I cannot thank you enough.,Feature Requests,2026-06-20,positive,4
review_000160,app_store,1,"6th account? another false ban. No human support unless you pay. Happens worldwide, unfair. One star, get sued, stay sued. Thank you.",Account Suspension,2026-06-19,negative,4
review_000161,play_store,2,"No matter what I do in my phone settings, or settings within Instagram itself, the app refuses to send me post notifications. The only notifications I get are for messages, how many stories a person adds, and replies to my comments. I've cleared cache, reinstalled, everything but not fixes it.",Performance Issues,2026-06-21,negative,4
review_000162,app_store,5,if yall don’t give me my account back i will be getting my ancestors to cast spells on you all. i am not for the boolfoolry yall took the wrong person account i den let yall slide multiple times now im tired of being tired even my BLACK friends have reported to me that yall have been onna hunt for peoples accounts and now yall got the wrong mf account so if yall don’t give it back imma b seeing red till i see the rest of the rainbow. you have 5 hours to respond or give me my account back @ahmariiiarchivess or you will be delt with,Account Suspension,2026-06-20,negative,4
review_000163,play_store,1,"Instagram always suspends my account, even though I haven't violated anything at all.",Account Suspension,2026-06-21,negative,4
review_000164,play_store,1,Delete this Instagram Play Store because my account has been suspended and I also created a new account but that has also been suspended. This stupid app does not solve any problem nor can anyone create an account.,Account Suspension,2026-06-21,negative,4
review_000165,play_store,1,"Subject: Request to Review and Restore My desibled Instagram Account Hello Instagram Support Team, I am writing to request a review of my Instagram account desibled. My Instagram account (@whoss_muzalfa) has been desibled, and I believe this may have happened by mistake. I always try to follow Instagram’s Community Guidelines and Terms of Use. I kindly request you to manually review my account and let me know the reason for the desibled. If any mistake was made from my side, I am willi",Account Suspension,2026-06-21,negative,4
review_000166,play_store,1,"I hope Meta will promptly address the issue of wrongful AI suspension, ensuring fairness and restoring trust in their platform.",Account Suspension,2026-06-21,negative,4
review_000167,app_store,4,"I consider this one of my top social media platforms, but the constant removal of the pause button is unacceptable. Keep the pause button!! Stop removing it! I shouldn’t have to hold it to pause a video.",Feature Requests,2026-06-19,negative,4
review_000168,app_store,5,I don’t understand what’s going on it keeps taking all my accounts for no reason fix your app it’s getting ridiculous,Account Suspension,2026-06-18,negative,4
review_000169,app_store,3,"Every third post is an ad, mostly irrelevant, some constantly repeat often. Too many young girls promoting their “sites,” “pages,” or “links.”",Reels & Feed Algorithm,2026-06-19,negative,4
review_000170,app_store,2,Pls disable scroll drag and bring back regular smooth scrolling. It’s so annoying I don’t even wanna use the app,Feature Requests,2026-06-18,negative,4
review_000171,app_store,1,1 Day. 1 Day after my account was made it got deleted. For no reason. 1 Day. App would be great if they didn’t have the worst Ai review system possible. Second account banned for being “similar” to the second one. Still don’t know what I did wrong. AI system is absolutely broken and bans accounts for absolutely no reason.,Account Suspension,2026-06-06,negative,5
review_000172,play_store,1,very bad aap without any reason my id is ban i nead any avidence again my id my id name is __03_verma 🤧 plese recover my id,Account Suspension,2026-06-21,negative,4
review_000173,play_store,1,Instagram continuously deleting my account suspending... kindly solve my problem,Account Suspension,2026-06-21,negative,4
review_000174,play_store,1,"I've been experiencing major technical issues with Instagram lately. My account was suspended today, and while I attempted to appeal the decision, I never received the verification code in my email. Thinking it might refresh the session, I logged out, but now I'm completely locked out. Even the 'forgotten password' route fails, showing 'unable to log in, please try again later.' This is incredibly frustrating. Please look into these login bugs and fix this as soon as possible mahesh__.71 help",Authentication Issues,2026-06-21,negative,5
review_000175,app_store,2,I cannot scroll up and down without it getting stuck in place,Performance Issues,2026-06-18,negative,4
review_000176,play_store,5,"nice aap I like it. Ah, perfect! So, vou could keep it pretty flexible. For example, something like: ""1 iust had to share my experience-this totally blew me away! The quality, the vibe, everything was just on point. Highly recommend- Instagram is kind of like a visual storytelling platform-so a review there is all about pairing your words with a great photo or video. You can add hashtags, location tags, and even stories to bo🙏🙏🙏 1 person found this helpful",General Feedback,2026-06-21,positive,5
review_000177,play_store,1,"Dear Instagram Team, my account @(urxx.who. ) has been deactivated. I believe this is a mistake as i have always followed all community guidelines and terms of service. I request you to please review my account and reactivate it as soon as possible. Thank you for your time and assistance.""",Account Suspension,2026-06-21,negative,5
review_000178,play_store,1,"My account was suspended for no reason and I filed an appeal and contacted the support team, but no one responds and my issue has not been resolved, and my account is still suspended for no reason",Account Suspension,2026-06-21,negative,5
review_000179,app_store,1,The newest update is heating up my phone and causing lag and slow response,Performance Issues,2026-06-20,negative,5
review_000180,play_store,5,Account [supprojan__90] I have just uploaded a new vdo I have posted this vdo for fun but Instagram was trying to band my account can you deleted my new vdoo I,Account Suspension,2026-06-21,negative,4
review_000181,app_store,1,"Ig is not letting me take pictures or use filters. It's not letting me update it.
And now to add, it's putting on the top where the story's go the suggestions of people that I might know Instagram I feel it going from bad tours",Performance Issues,2026-06-17,negative,4
review_000182,play_store,1,"It was a great app but it's dead now and for sure people will boycott it soon for the terrible things it's doing by suspending accounts for no reason. and appeal takes forever. how crazy is that- AI(non human) is asking for our human proof. I am gonna make sure I make at least 5 people quit Instagram daily. it's time to end Instagram, time for some better alternate. Also only dumb people would share their confidential or official documents to prove themselves. -10000 rating",Account Suspension,2026-06-21,negative,5
review_000183,play_store,1,"L INSTAGRAM FOR DISABLING MY ACCOUNT FOR NOTHING MY USER NAME IS ""maddixi_znwd"" if you search it IT doesn'T POP UP BECAUSE ITS DISABLED SO L INSTAGRAM",Account Suspension,2026-06-21,negative,4
review_000184,play_store,1,This App Are Very Dirty. Because I Create A New I'd Then Suspend After 2min ! An Suspend My 70+ Instagram I'd And I Follow All Community Guidelines Fix The Problem Fast !,Account Suspension,2026-06-21,negative,4
review_000185,play_store,1,"Instagram bots disabled my real account without any reason and gave no option to appeal"").",Account Suspension,2026-06-21,negative,4
review_000186,play_store,1,your Ads in reels is very annoying.. hold someone to scroll down and force people to jump into the website.. worst update ever,Reels & Feed Algorithm,2026-06-21,negative,4
review_000187,play_store,3,"the app is great. but I am facing a real prblem of not getting new features at all recently. and the problem is getting faced only by my main account, other accounts are getting all features but not my main one. Please help resolve it.",Feature Requests,2026-06-21,negative,4
review_000188,play_store,1,"Why am I always getting suspended? It's annoying that I'm not doing anything wrong, I just added my friends to the list and they immediately suspended nagising lang ako na kita ko suspended na acc ko nawalang ginagawa mali bakit dami kona ginawa letche super na iinis nako tas kapag gumawa ako ulit nag acc ma suspended pagod nako gumawa nag emali na bago para lang maka gawa nag ig acc tas ano ma suspended lang naka lima nako gawa lahat suspended wala ako ginawa na kung ano man",Account Suspension,2026-06-21,negative,5
review_000189,play_store,1,experiencing frustrating account suspended issue without any reason moreover not even able to make new account,Account Suspension,2026-06-21,negative,4
review_000190,app_store,2,"I accidentally archived one of my highlights and when I tried to retrieve it, it disappeared. How could this error happen…",Performance Issues,2026-06-17,negative,4
review_000191,play_store,1,STOP SUSPENSION/DISABLE IN ACCOUNTS WITHOUT ANY REASON! Y'ALL SHOULD BE CAREFUL ON DOING THAT! FREAKING REVIEW CAREFULLY!,Account Suspension,2026-06-21,negative,4
review_000192,app_store,1,Why would I want to see stories of ppl I don't follow?? Especially I front of people I do? Are y'all dumb?,Reels & Feed Algorithm,2026-06-19,negative,4
review_000193,app_store,1,"Instagram has suspended all 9 of my accounts for no reason. And everytime I post,follow people, or message I some how get banned for no reason🤦🏻‍♀️ insta please fix your app",Account Suspension,2026-06-17,negative,4
review_000194,play_store,1,"Hi Instagram. My accounts keep getting suspended for no clear reason. My first Instagram and Facebook accounts were suspended, and I lost years of memories, messages, and contacts. You told me I had 180 days to appeal, but after I submitted my ID, phone number, and birth certificate on the second day, my account was permanently suspended. Now my new account is also at risk. I'm a student and need access to my group chats. Please review my case and help me get my accounts back. please contact me",Account Suspension,2026-06-21,negative,5
review_000195,play_store,5,"I like this app very much because it's give us many type of enjoyment like reel , massage , story etc with help for this app We talking for every friends",Reels & Feed Algorithm,2026-06-21,positive,4
review_000196,play_store,1,It's not opening after installation,Performance Issues,2026-06-21,negative,4
review_000197,play_store,5,it's app working nicely but some glitches are very disappointing but it is very beautiful app,Performance Issues,2026-06-21,neutral,4
review_000198,play_store,1,"My accounts are being suspended repeatedly even though I have not violated any community guidelines. Every time I create a new account, it gets disabled or suspended after some time. I am also unable to submit an appeal because the system shows ""Couldn't Confirm Your ID"" or similar errors. This has been happening continuously, and I am very frustrated. Please review my case manually and help me understand why my accounts are being suspended.",Account Suspension,2026-06-21,negative,5
review_000199,play_store,3,I will give this app 3 star because it suspended my 4 accounts if instagram don't do this mistake again then I will give 5 stars,Account Suspension,2026-06-21,negative,4
review_000200,app_store,1,"I absolutely love this app, and I adore the community that I have been integrated in for the past 10 years. But I woke up to my account being suspended for some pretty awful things that I know that has nothing to do with my actual account. Tried to appeal and now it’s permanently disabled can’t get in contact with any one other than AI. 10 years of my life, investments, and community completely gone for no reason and no way to dispute it. I’m absolutely devastated.",Account Suspension,2026-06-19,negative,5
review_000201,app_store,3,I keep accidentally reposting reels I don’t even like bc of the location of the repost button.  It is right where my thumb needs to be to scroll.  I can’t stand it.,Feature Requests,2026-06-18,negative,5
review_000202,play_store,1,"1) Is anyone notice & realize, latest instagram update makes your thumbnail gone everytime you shared to WA? what happened ggaaeess??!! please fix it! 2) Please give us back SEARCH button in our messages box to help us find our old messages or content. Didn't feel enough spying your users?? thx u",Performance Issues,2026-06-21,negative,4
review_000203,play_store,1,"There is always a glitch in the application, and a blocking feature must be added and followers should not be shown to the public",Performance Issues,2026-06-21,negative,4
review_000204,play_store,1,"baaad the app on android is horrible, y very bad optimized, im on a good phone (samsung s25) and the app go so wrong doesn't charge the status, glitches it self, reload, move things, keep playing the songs on the stats or post in background, Even when the phone is locked, i had to keep my phone conected tu headphones bc the app make sounds on randoms moments plss review ur app facebook",Performance Issues,2026-06-21,negative,5
review_000205,play_store,1,accounts kept getting baneed and its more like an pay to Enjoy app meta verfication is soo broken my 10 account got banned ( unlinked ) even after appealing correctly,Account Suspension,2026-06-21,negative,5
review_000206,app_store,1,"I can’t create an account to see updates on families and friends on their life while I’m away from home due the fact that i’ve been falsely accused of posting n*des meanwhile there are OF content creators showing off more than just their face. Mind you, I only post my face, so if my face counts as N*dity then something is wrong. Meta AI was no good at tracking down what was wrong with my account. I’ve tried emailing and creating a new account, i even showed my ID and still it didn’t let me log in. This app is awful. Instagram please fix this.",Authentication Issues,2026-06-21,negative,5
review_000207,play_store,1,"it's too much irritating now 😕 Instagram has started suspending all of my accounts for no reason!! Also many times when I try to activate my account it doesn't accept my password and show ""incorrect password"" and when I use that password for changing new one it accepts!!🙄",Account Suspension,2026-06-21,negative,5
review_000208,play_store,1,Very cheap app yah I should never said but from last few months instagram is suspending our accounts main accounts but they r not suspending the accounts they need to where truly the other accounts r not following the community guidelines. Meta is a waste od use and nothing else my last 3 account were being suspended. They r just doing for earning so ppl could buy meta and ask for personal help. Instagram said they had done this for safety but haha lol,Account Suspension,2026-06-21,negative,5
review_000209,app_store,1,My instagram recently started bugging out and the reels I watch are having a strobe like effect and flipping upside down when I open the comments!! I don’t know what’s going on I’ve powered off my phone and it doesn’t need to update nor does the app. Please fix this glitch!!,Performance Issues,2026-06-06,negative,5
review_000210,app_store,2,"My instagram got suspended for no reason and I want you to fix it. I didn’t do anything wrong. I didn’t really really do nothing on there, but just talk to people so whoever got me suspended you should maybe suspend them because I didn’t do nothing. and all I would do was just chat with people nothing else so I want this to recover because if I can’t, then that might be an issue for me and I need my account cause it’s connected to almost everything I have on my game and everything else so I really need you to recover this and I’m trying, but I don’t want to make a new one cause now I have to make a new account on everything so if there’s some way, can you fix this issue and you’re probably not gonna get this right away but I need you to fix it today if that’s OK with you",Account Suspension,2026-06-19,negative,5
review_000211,play_store,1,"at first it works perfectly fine, and it aint laggin that much, buttt instagram randomly disabled my account like what? And the fact that i cant even appeal like bro. not this platform disabling my account for nothing, like i didnt even violate one rule",Account Suspension,2026-06-21,negative,5
review_000212,play_store,1,without Any resion My two account Is delete (biplabsarkar1428) (rakesdas2326),Account Suspension,2026-06-21,negative,4
review_000213,play_store,1,"How to freaking stop getting automated messages saying ""you're now friends. say hi "" what a freaking annoying new feature. How to turn it off!!!!!!!!! i disabled receiving messages and then now suddenly there is this???????? what the hell!",Messaging & DMs,2026-06-21,negative,5
review_000214,play_store,1,worst ever because it suspended my account ( adityasingh_80 ) without any reason and I'm not even a content creator I was just a private account user 🙂 worst worst worst ever,Account Suspension,2026-06-21,negative,4
review_000215,play_store,1,my account suspended without any resion (biplabsarkar1428),Account Suspension,2026-06-21,negative,4
review_000216,app_store,1,Yall app is glitching my post when posting and how to fix it?,Performance Issues,2026-06-17,negative,4
review_000217,play_store,1,my account is just getting bann again and again I am creating new and my old ID's got banned too ad now I am unable to use Instagram so please look after this matter and solve these bugs it's now getting a major problem as because of this I am unable to connect with my friends and unable to use any id.,Account Suspension,2026-06-21,negative,5
review_000218,app_store,1,"When you go to send something to a friend, it usually comes up as the person you send the most stuff to or most recent, but now it's arranged differently. I've even tried unfollowing the people that came up, but i still have to search for my friend's names every single time i want to send them a reel. It's extremely irritating because it takes so long to look up their names just to send them something. This change makes me want to stop using the app all together because it's just so frustrating. Please fix this ASAP as i love Instagram and i don't want to stop using it.",Messaging & DMs,2026-06-17,negative,4
review_000219,app_store,1,You keep banning my ig acc when u let little girls post half naked it’s either i sue because this isn’t fair at all,Account Suspension,2026-06-20,negative,4
review_000220,play_store,5,"""Greetings Instagram Team, My account (yourusername) has been deactivated and I have tried every possible way but not able to get it back and I believe this is a mistake from your side as I have always followed all community guidelines and terms of service. I request you to please review/ analyse my account and reactivate it as soon as possible. I have put alot of efforts in growing my page. Thank you Cheers (Yourname/ userid)",Account Suspension,2026-06-21,negative,5
review_000221,play_store,1,instagram please solve the problem me jo bhi new id banata hun suspended ho jati h agar koi galti huyi h mujhse to please sorry me apologize krta hu next time no mistake please solve the problem 🙏😔 agli baar se me koi bhi galti karun aap mujhe warning de dijiye ga please me apni galti ko sudharu gaab aisi galti dubara nhin hogi apko koi shikayat ka moka nhin dunga please ek baar mujhe maaf kr dijiye please me aage se nhi karunga apki badi meherbani ho gi thankyou so much apka bohot thnx,Account Suspension,2026-06-21,negative,4
review_000222,play_store,1,"am extremely disappointed with Instagram. My account keeps getting suspended repeatedly every few minutes, even though I have followed all the instructions and completed the required verification steps. Every time I think the issue has been resolved, the account gets suspended again without any proper explanation. This has been very frustrating because I cannot use my account normally. I have spent a lot of time trying to recover and verify my account, but the problem continues.",Account Suspension,2026-06-21,negative,5
review_000223,play_store,2,"i love using this app, however, I've been experiencing problem recently such as account suspension. Standards and believe my account was disabled by mistake. I have always made an effort to follow Instagramrules. I do not post harmful, hateful, or misleading content, and I have not engaged in any activity that would justify this suspension. My account is important to me for staying connected with friends, family, and school purposes. I strongly argue that my acc is suspended/disabled by mistake.",Account Suspension,2026-06-21,negative,5
review_000224,play_store,5,"My account vishhuu7_ was suspended, and I believe it was done without any fault of mine. I followed the instructions for face verification, but after submitting, the app keeps asking me to submit my face again in a loop. I am unable to access my account. Please help me resolve this issue.""",Account Suspension,2026-06-21,negative,5
review_000225,play_store,5,this is amazing social media app but one problem I upload video but 0 view why,Reels & Feed Algorithm,2026-06-21,negative,4
review_000226,play_store,1,I am not interested this update I don't like it auto scroll option is not show 😭😭😭 please re update insta and add auto scroll 🙏🙏🙏,Feature Requests,2026-06-21,negative,4
review_000227,play_store,1,"I was logged out of my account, and when I tried to log back in, it said that my password was incorrect. I reset my password and was able to access my account, but when I try to log in through the Instagram app, it still says that the password is incorrect even though I'm using the new password.",Authentication Issues,2026-06-21,negative,5
review_000228,play_store,5,"Dear Instagram Support Team, I am a professional content creator and my account is eligible for branded content tools. However, the ""Discover Projects"" feature is not available on my account. This feature is essential for brand collaborations and growth on the platform. I request you to kindly review my account and enable this feature. I follow all guidelines and remain active on Instagram. I would appreciate your support in resolving this issue. Sincerely, [yashyadav] [yashyadav9090_",Creator Tools,2026-06-21,negative,5
review_000229,play_store,5,"wonderful app,but i hace uploaded so many reels but i didnt got my reel more views i dont know why cant instagram supporting to get views🥲.i hope one day my reel will be get more views... Thankyou...",Reels & Feed Algorithm,2026-06-21,negative,4
review_000230,app_store,1,All i see are videos that disgust me or they are funny but the comment section is just filled with a bunch of incells. At least make my algorithm actually show me stuff i care about instead of this stuff thats hard to look away at but overall ruins my experience.,Reels & Feed Algorithm,2026-06-18,negative,4
review_000231,play_store,1,"I get a notification, I tap the notification, the app opens on something entirely different, I close the app. Every single time.",Performance Issues,2026-06-21,negative,4
review_000232,app_store,1,"Instagram has suspended my accounts numerous times!!! I just want to know what did I do to get my main account suspended? I had that account for about a year, and all of a sudden it got suspended. I loved instagram but now I hate it because they keep taking my accounts. When I make new accounts they still end up getting suspended. I haven’t been texting on the account for real and I still manage to get my account suspended!!! Instagram lets all these people post what they want, I’ve seen numerous sexual content posted on Instagram more than once. I don’t even post on the app I might post myself on my story but that’s not often. I’m js going to leave this bad review and delete instagram, because I refuse to get treated as such !!!",Account Suspension,2026-06-19,negative,5
review_000233,play_store,5,YA ALLAH WAHAI INSTAGRAM CAN YOU IMMEDIATELY FIX THR BUG IN MY ACC RIGHT NOW ISTG I WANNA MENTION MY MAIN ACC FROM MY SPAM ACCS BUT I CAN'T BECAUSE APPARENTLY I DON'T ALLOW OTHERS TO MENTION ME BUT I CHECKED SETTINGS AND ALLOW EVERYONE TO MENTION YA ALLAH CAN YOU FIX THIS IT'S BEEN 24 HOURS I'M A WOMAN OF MENTIONING,Messaging & DMs,2026-06-21,negative,4
review_000234,app_store,3,"It’s always hard for small businesses to get ahead. I have done the shake your phone and report the issue more than a dozen times and I can NOT get any help with enabling the shop now action button. I’ve deleted Instagram. Signed in and out. I have switched account types, upgraded the app. You name it, I’ve done it! What I can’t get is Instagram to fix the issue and help my small business out. I reach out daily to no answer!",Customer Support,2026-06-17,negative,5
review_000235,play_store,1,not responding this app @najiya__khan.786 not login,Authentication Issues,2026-06-21,negative,4
review_000236,play_store,1,"i might delete this shi, suspended my account for no reason. i lost all my online freinds for ts",Account Suspension,2026-06-21,negative,4
review_000237,play_store,1,My Instagram account was banned for no reason.,Account Suspension,2026-06-21,negative,4
review_000238,app_store,1,"Meta is so poor that they need to push more apps to people. Stop showing these thread on instagram. People know what thread is, if they feel like it they will download it.",Reels & Feed Algorithm,2026-06-20,negative,4
review_000239,play_store,1,"Very disappointing experience. My Instagram account was suddenly suspended without clear explanation. I tried to appeal the decision, but the verification process and support system did not work properly. I did not receive proper help or response from the support team. Please improve the account review system and customer support so users can get fair and timely resolution.” I am requesting the Play Store team to remove this app as soon as possible. Instagram is, in my opinion, the worst app to",Account Suspension,2026-06-21,negative,5
review_000240,play_store,1,worst app ever.. it suspended my account for no reason like bruh 🙄 there are far more worse people there and u guys don't suspend them instead u guys suspend the accounts of normal users and for what?? do u get money for just suspending for fun? useless app ever since the new rules came. It's better to uninstall this app rather than keeping it 👎🏻. keep supporting wrong people on the app and suspend normal people's account. great job Instagram 👏🏻👏🏻,Account Suspension,2026-06-21,negative,4
review_000241,app_store,1,"- Algorithms are designed to keep us on the platform as long as possible
- Incredibly large chunks of people’s lives are gone because of these algorithms
- Leave now while you still can, find a hobby or passion project to fill your time instead. Not this. You will regret this.",Reels & Feed Algorithm,2026-06-20,negative,4
review_000242,app_store,2,"I’m extremely disappointed that I’ve lost one of my accounts for no reason because it got suspended. This has happened twice to 2 accounts I’ve had for YEARS. I love instagram and it’s one of my favorite apps but this just doesn’t make sense to me, I follow all the regulations and I’ve never done anything bad on my accounts and yet they’ve been suspended for no reason. Any time I try to appeal it doesn’t work and I’m worried I’ll never be able to recover my accounts. Very disappointed that many people can use this platform for hate speech but when a teenage girl uses it to post cute stories im suspended from the platform.",Account Suspension,2026-06-18,negative,5
review_000243,app_store,1,"Over the past few months, meta ai has been pushed constantly for me to use. I do not want to use it, and there is no way to disable it. I enjoy using instagram, however I don’t want to be pushed to use their little ai helper. There should be a switch to disable it. Who knows why this feature is to important to instagram and meta, but I don’t want to be bothered by it constantly.",Feature Requests,2026-06-20,negative,4
review_000244,app_store,4,"Idk how I feel about it it’s a cool app but they been banning all my accounts for no reason I haven’t violated any rules I’ve had over 10
Accounts less than a month all banned because of instagram",Account Suspension,2026-06-21,negative,4
review_000245,app_store,3,I am not understanding why this app is always giving problems. You been out for how long now. Fix them‼️. Why am I only able to see certain parts of people stories? The half us just a blank screen. It's getting annoying. This has been like this for 2 months now. FIX IT NOW‼️,Performance Issues,2026-06-21,negative,5
review_000246,app_store,2,The scrolling function is broken in the new update please fix,Performance Issues,2026-06-18,negative,4
review_000247,play_store,5,Have problems with scrolling in the account page to see posts my phone s23 fe. ######################## (New edit ) The problem isnt solved yet! %%%%%% May 27 th 2026 still hasnt been solved #### 21th of june 2026 scrolling isnt solved and another issue please add update for old androids like Android 6. thanks alot i give 5 stars ❤❤❤,Performance Issues,2026-06-21,negative,5
review_000248,app_store,1,This app has band 3 of my account when I all I do is influence getting money . instagram has let people band my account and tell false reports about my account and take actions with out no type of evidence or proper cause to my family owns a portion of 42% of meta and if it the last thing I do I will make sure will no longer have deep contact with meta,Account Suspension,2026-06-21,negative,5
review_000249,play_store,1,"my experience with Instagram has been extremely disappointing. My account was suspended unexpectedly, and despite trying to follow the appeal process, I have received little clarity or support. Years of memories, conversations, and personal content are tied to that account. It’s frustrating to lose access without a proper explanation. I hope Instagram improves its review process and provides better support for users facing account suspensions",Account Suspension,2026-06-21,negative,5
review_000250,app_store,1,App is completely broken right now - No friends show up on share list anymore,Performance Issues,2026-06-18,negative,4
review_000251,play_store,3,3 star because tap and hold on reel for pause is not working so fix this I need this,Reels & Feed Algorithm,2026-06-21,negative,4
